universe_index,genus,family,taxon
1031,Helianthemum,CISTACEAE,Helianthemum pilosum
1032,Helianthemum,CISTACEAE,Helianthemum salicifolium
1033,Helianthemum,CISTACEAE,Helianthemum squamatum
1034,Helianthemum,CISTACEAE,Helianthemum syriacum
1035,Helianthemum,CISTACEAE,Helianthemum violaceum
1036,Helianthus,ASTERACEAE,Helianthus annuus
1037,Helichrysum,ASTERACEAE,Helichrysum italicum
1038,Helichrysum,ASTERACEAE,Helichrysum stoechas
1039,Helleborus,RANUNCULACEAE,Helleborus foetidus
1040,Helleborus,RANUNCULACEAE,Helleborus viridis
1041,Hemerocallis,ASPHODELACEAE,Hemerocallis fulva
1042,Heracleum,APIACEAE,Heracleum sphondylium
1043,Herniaria,CARYOPHYLLACEAE,Herniaria cinerea
1044,Herniaria,CARYOPHYLLACEAE,Herniaria glabra
1045,Herniaria,CARYOPHYLLACEAE,Herniaria hirsuta
1046,Herniaria,CARYOPHYLLACEAE,Herniaria latifolia
1047,Herniaria,CARYOPHYLLACEAE,Herniaria scabrida
1048,Herniaria,CARYOPHYLLACEAE,Herniaria suffruticosa
1049,Hesperis,BRASSICACEAE,Hesperis laciniata
1050,Hesperis,BRASSICACEAE,Hesperis matronalis
1051,Hieracium,ASTERACEAE,Hieracium amplexicaule
1052,Hieracium,ASTERACEAE,Hieracium argyreum
1053,Hieracium,ASTERACEAE,Hieracium aurantiacum
1054,Hieracium,ASTERACEAE,Hieracium bifidum
1055,Hieracium,ASTERACEAE,Hieracium bombycinum
1056,Hieracium,ASTERACEAE,Hieracium castellanum
1057,Hieracium,ASTERACEAE,Hieracium cerinthoides
1058,Hieracium,ASTERACEAE,Hieracium compositum
1059,Hieracium,ASTERACEAE,Hieracium cymosum
1060,Hieracium,ASTERACEAE,Hieracium eriopogon
1061,Hieracium,ASTERACEAE,Hieracium glaucinum
1062,Hieracium,ASTERACEAE,Hieracium gouanii
1063,Hieracium,ASTERACEAE,Hieracium gymnocerinthe
1064,Hieracium,ASTERACEAE,Hieracium humile
1065,Hieracium,ASTERACEAE,Hieracium lachenalii
1066,Hieracium,ASTERACEAE,Hieracium lactucella
1067,Hieracium,ASTERACEAE,Hieracium laevigatum
1068,Hieracium,ASTERACEAE,Hieracium laniferum
1069,Hieracium,ASTERACEAE,Hieracium lawsonii
1070,Hieracium,ASTERACEAE,Hieracium maculatum
1071,Hieracium,ASTERACEAE,Hieracium mixtum
1072,Hieracium,ASTERACEAE,Hieracium murorum
1073,Hieracium,ASTERACEAE,Hieracium nobile
1074,Hieracium,ASTERACEAE,Hieracium peleterianum
1075,Hieracium,ASTERACEAE,Hieracium pilosella
1076,Hieracium,ASTERACEAE,Hieracium prenanthoides
1077,Hieracium,ASTERACEAE,Hieracium sabaudum
1078,Hieracium,ASTERACEAE,Hieracium schmidtii
1079,Hieracium,ASTERACEAE,Hieracium staticifolium
1080,Hieracium,ASTERACEAE,Hieracium umbellatum
1081,Hieracium,ASTERACEAE,Hieracium vogesiacum
1082,Himantoglossum,ORCHIDACEAE,Himantoglossum hircinum
1083,Himantoglossum,ORCHIDACEAE,Himantoglossum robertianum
1084,Hippocrepis,FABACEAE,Hippocrepis ciliata
1085,Hippocrepis,FABACEAE,Hippocrepis comosa
1086,Hippocrepis,FABACEAE,Hippocrepis multisiliquosa
1087,Hippocrepis,FABACEAE,Hippocrepis scabra
1088,Hippocrepis,FABACEAE,Hippocrepis unisiliquosa
1089,Hippophae,ELAEAGNACEAE,Hippophae rhamnoides
1090,Holcus,POACEAE,Holcus gayanus
1091,Holcus,POACEAE,Holcus lanatus
1092,Holcus,POACEAE,Holcus mollis
1093,Hordeum,POACEAE,Hordeum geniculatum
1094,Hordeum,POACEAE,Hordeum marinum
1095,Hordeum,POACEAE,Hordeum murinum
1096,Hordeum,POACEAE,Hordeum secalinum
1097,Hornungia,BRASSICACEAE,Hornungia petraea
1098,Hottonia,PRIMULACEAE,Hottonia palustris
1099,Humulus,CANNABACEAE,Humulus lupulus
1100,Hyacinthoides,ASPARAGACEAE,Hyacinthoides hispanica
1101,Hyacinthoides,ASPARAGACEAE,Hyacinthoides non-scripta
1102,Hydrocotyle,ARALIACEAE,Hydrocotyle vulgaris
1103,Hyoscyamus,SOLANACEAE,Hyoscyamus albus
1104,Hyoscyamus,SOLANACEAE,Hyoscyamus niger
1105,Hypericum,HYPERICACEAE,Hypericum androsaemum
1106,Hypericum,HYPERICACEAE,Hypericum caprifolium
1107,Hypericum,HYPERICACEAE,Hypericum elodes
1108,Hypericum,HYPERICACEAE,Hypericum hirsutum
1109,Hypericum,HYPERICACEAE,Hypericum humifusum
1110,Hypericum,HYPERICACEAE,Hypericum linarifolium
1111,Hypericum,HYPERICACEAE,Hypericum montanum
1112,Hypericum,HYPERICACEAE,Hypericum perforatum
1113,Hypericum,HYPERICACEAE,Hypericum pulchrum
1114,Hypericum,HYPERICACEAE,Hypericum quadrangulum
1115,Hypericum,HYPERICACEAE,Hypericum richeri
1116,Hypericum,HYPERICACEAE,Hypericum tetrapterum
1117,Hypochaeris,ASTERACEAE,Hypochaeris achyrophorus
1118,Hypochaeris,ASTERACEAE,Hypochaeris glabra
1119,Hypochaeris,ASTERACEAE,Hypochaeris maculata
1120,Hypochaeris,ASTERACEAE,Hypochaeris radicata
1121,Iberis,BRASSICACEAE,Iberis amara
1122,Iberis,BRASSICACEAE,Iberis ciliata
1123,Iberis,BRASSICACEAE,Iberis linifolia
1124,Iberis,BRASSICACEAE,Iberis saxatilis
1125,Ilex,AQUIFOLIACEAE,Ilex aquifolium
1126,Illecebrum,CARYOPHYLLACEAE,Illecebrum verticillatum
1127,Inula,ASTERACEAE,Inula conyza
1128,Inula,ASTERACEAE,Inula helenium
1129,Inula,ASTERACEAE,Inula hirta
1130,Inula,ASTERACEAE,Inula montana
1131,Inula,ASTERACEAE,Inula salicina
1132,Iris,IRIDACEAE,Iris foetidissima
1133,Iris,IRIDACEAE,Iris germanica
1134,Iris,IRIDACEAE,Iris graminea
1135,Iris,IRIDACEAE,Iris latifolia
1136,Iris,IRIDACEAE,Iris lutescens
1137,Iris,IRIDACEAE,Iris pseudacorus
1138,Isatis,BRASSICACEAE,Isatis tinctoria
1139,Isolepis,CYPERACEAE,Isolepis cernua
1140,Isolepis,CYPERACEAE,Isolepis setacea
1141,Jasione,CAMPANULACEAE,Jasione crispa
1142,Jasione,CAMPANULACEAE,Jasione laevis
1143,Jasione,CAMPANULACEAE,Jasione montana
1144,Juncus,JUNCACEAE,Juncus acutiflorus
1145,Juncus,JUNCACEAE,Juncus alpinoarticulatus
1146,Juncus,JUNCACEAE,Juncus articulatus
1147,Juncus,JUNCACEAE,Juncus bufonius
1148,Juncus,JUNCACEAE,Juncus bulbosus
1149,Juncus,JUNCACEAE,Juncus capitatus
1150,Juncus,JUNCACEAE,Juncus compressus
1151,Juncus,JUNCACEAE,Juncus conglomeratus
1152,Juncus,JUNCACEAE,Juncus effusus
1153,Juncus,JUNCACEAE,Juncus filiformis
1154,Juncus,JUNCACEAE,Juncus gerardi
1155,Juncus,JUNCACEAE,Juncus inflexus
1156,Juncus,JUNCACEAE,Juncus maritimus
1157,Juncus,JUNCACEAE,Juncus pygmaeus
1158,Juncus,JUNCACEAE,Juncus squarrosus
1159,Juncus,JUNCACEAE,Juncus striatus
1160,Juncus,JUNCACEAE,Juncus subnodulosus
1161,Juncus,JUNCACEAE,Juncus tenageia
1162,Juncus,JUNCACEAE,Juncus trifidus
1163,Juncus,JUNCACEAE,Juncus triglumis
1164,Juncus,JUNCACEAE,Juncus valvatus
1165,Juniperus,CUPRESSACEAE,Juniperus communis
1166,Juniperus,CUPRESSACEAE,Juniperus communis subsp. alpina
1167,Juniperus,CUPRESSACEAE,Juniperus communis subsp. hemisphaerica
1168,Juniperus,CUPRESSACEAE,Juniperus oxycedrus
1169,Juniperus,CUPRESSACEAE,Juniperus phoenicea
1170,Juniperus,CUPRESSACEAE,Juniperus sabina
1171,Juniperus,CUPRESSACEAE,Juniperus thurifera
1172,Kickxia,PLANTAGINACEAE,Kickxia cirrhosa
1173,Kickxia,PLANTAGINACEAE,Kickxia elatine
1174,Kickxia,PLANTAGINACEAE,Kickxia lanigera
1175,Kickxia,PLANTAGINACEAE,Kickxia spuria
1176,Klasea,ASTERACEAE,Klasea nudicaulis
1177,Klasea,ASTERACEAE,Klasea pinnatifida
1178,Klasea,ASTERACEAE,Klasea pumila
1179,Knautia,CAPRIFOLIACEAE,Knautia arvensis
1180,Knautia,CAPRIFOLIACEAE,Knautia dipsacifolia
1181,Knautia,CAPRIFOLIACEAE,Knautia integrifolia
1182,Knautia,CAPRIFOLIACEAE,Knautia nevadensis
1183,Knautia,CAPRIFOLIACEAE,Knautia subscaposa
1184,Kochia,AMARANTHACEAE,Kochia prostrata
1185,Koeleria,POACEAE,Koeleria crassipes
1186,Koeleria,POACEAE,Koeleria glauca
1187,Koeleria,POACEAE,Koeleria macrantha
1188,Koeleria,POACEAE,Koeleria pyramidata
1189,Koeleria,POACEAE,Koeleria vallesiana
1190,Lactuca,ASTERACEAE,Lactuca perennis
1191,Lactuca,ASTERACEAE,Lactuca saligna
1192,Lactuca,ASTERACEAE,Lactuca serriola
1193,Lactuca,ASTERACEAE,Lactuca virosa
1194,Lamium,LAMIACEAE,Lamium album
1195,Lamium,LAMIACEAE,Lamium amplexicaule
1196,Lamium,LAMIACEAE,Lamium galeobdolon
1197,Lamium,LAMIACEAE,Lamium hybridum
1198,Lamium,LAMIACEAE,Lamium maculatum
1199,Lamium,LAMIACEAE,Lamium purpureum
1200,Lapsana,ASTERACEAE,Lapsana communis
1201,Laserpitium,APIACEAE,Laserpitium gallicum
1202,Laserpitium,APIACEAE,Laserpitium latifolium
1203,Laserpitium,APIACEAE,Laserpitium nestleri
1204,Laserpitium,APIACEAE,Laserpitium siler
1205,Lathraea,OROBANCHACEAE,Lathraea clandestina
1206,Lathraea,OROBANCHACEAE,Lathraea squamaria
1207,Lathyrus,FABACEAE,Lathyrus angulatus
1208,Lathyrus,FABACEAE,Lathyrus aphaca
1209,Lathyrus,FABACEAE,Lathyrus cicera
1210,Lathyrus,FABACEAE,Lathyrus filiformis
1211,Lathyrus,FABACEAE,Lathyrus hirsutus
1212,Lathyrus,FABACEAE,Lathyrus latifolius
1213,Lathyrus,FABACEAE,Lathyrus linifolius
1214,Lathyrus,FABACEAE,Lathyrus niger
1215,Lathyrus,FABACEAE,Lathyrus nissolia
1216,Lathyrus,FABACEAE,Lathyrus ochrus
1217,Lathyrus,FABACEAE,Lathyrus palustris
1218,Lathyrus,FABACEAE,Lathyrus pannonicus
1219,Lathyrus,FABACEAE,Lathyrus pratensis
1220,Lathyrus,FABACEAE,Lathyrus sativus
1221,Lathyrus,FABACEAE,Lathyrus setifolius
1222,Lathyrus,FABACEAE,Lathyrus sphaericus
1223,Lathyrus,FABACEAE,Lathyrus sylvestris
1224,Lathyrus,FABACEAE,Lathyrus tuberosus
1225,Laurus,LAURACEAE,Laurus nobilis
1226,Lavandula,LAMIACEAE,Lavandula angustifolia
1227,Lavandula,LAMIACEAE,Lavandula latifolia
1228,Lavandula,LAMIACEAE,Lavandula pedunculata
1229,Lavandula,LAMIACEAE,Lavandula stoechas
1230,Lavatera,MALVACEAE,Lavatera arborea
1231,Lavatera,MALVACEAE,Lavatera cretica
1232,Lavatera,MALVACEAE,Lavatera maritima
1233,Lavatera,MALVACEAE,Lavatera olbia
1234,Lavatera,MALVACEAE,Lavatera triloba
1235,Lemna,ARACEAE,Lemna gibba
1236,Lemna,ARACEAE,Lemna minor
1237,Lemna,ARACEAE,Lemna minuta
1238,Lemna,ARACEAE,Lemna trisulca
1239,Leontodon,ASTERACEAE,Leontodon crispus
1240,Leontodon,ASTERACEAE,Leontodon hispidus
1241,Leontodon,ASTERACEAE,Leontodon saxatilis
1242,Leontopodium,ASTERACEAE,Leontopodium alpinum
1243,Lepidium,BRASSICACEAE,Lepidium campestre
1244,Lepidium,BRASSICACEAE,Lepidium draba
1245,Lepidium,BRASSICACEAE,Lepidium graminifolium
1246,Lepidium,BRASSICACEAE,Lepidium heterophyllum
1247,Lepidium,BRASSICACEAE,Lepidium latifolium
1248,Lepidium,BRASSICACEAE,Lepidium perfoliatum
1249,Lepidium,BRASSICACEAE,Lepidium ruderale
1250,Lepidium,BRASSICACEAE,Lepidium sativum
1251,Lepidium,BRASSICACEAE,Lepidium virginicum
1252,Leucanthemum,ASTERACEAE,Leucanthemum adustum
1253,Leucanthemum,ASTERACEAE,Leucanthemum coronopifolium
1254,Leucanthemum,ASTERACEAE,Leucanthemum ircutianum
1255,Leucanthemum,ASTERACEAE,Leucanthemum maximum
1256,Leucanthemum,ASTERACEAE,Leucanthemum pallens
1257,Leucanthemum,ASTERACEAE,Leucanthemum vulgare
1258,Leucojum,AMARYLLIDACEAE,Leucojum aestivum
1259,Leucojum,AMARYLLIDACEAE,Leucojum vernum
1260,Ligustrum,OLEACEAE,Ligustrum vulgare
1261,Lilium,LILIACEAE,Lilium martagon
1262,Limodorum,ORCHIDACEAE,Limodorum abortivum
1263,Limonium,PLUMBAGINACEAE,Limonium auriculae-ursifolium
1264,Limonium,PLUMBAGINACEAE,Limonium binervosum
1265,Limonium,PLUMBAGINACEAE,Limonium catalaunicum
1266,Limonium,PLUMBAGINACEAE,Limonium dichotomum
1267,Limonium,PLUMBAGINACEAE,Limonium echioides
1268,Limonium,PLUMBAGINACEAE,Limonium geronense
1269,Limonium,PLUMBAGINACEAE,Limonium girardianum
1270,Limonium,PLUMBAGINACEAE,Limonium ovalifolium
1271,Limonium,PLUMBAGINACEAE,Limonium sinuatum
1272,Limonium,PLUMBAGINACEAE,Limonium vulgare
1273,Linaria,PLANTAGINACEAE,Linaria alpina
1274,Linaria,PLANTAGINACEAE,Linaria arvensis
1275,Linaria,PLANTAGINACEAE,Linaria badalii
1276,Linaria,PLANTAGINACEAE,Linaria caesia
1277,Linaria,PLANTAGINACEAE,Linaria hirta
1278,Linaria,PLANTAGINACEAE,Linaria micrantha
1279,Linaria,PLANTAGINACEAE,Linaria nivea
1280,Linaria,PLANTAGINACEAE,Linaria oblongifolia
1281,Linaria,PLANTAGINACEAE,Linaria repens
1282,Linaria,PLANTAGINACEAE,Linaria simplex
1283,Linaria,PLANTAGINACEAE,Linaria spartea
1284,Linaria,PLANTAGINACEAE,Linaria supina
1285,Linaria,PLANTAGINACEAE,Linaria triornithophora
1286,Linaria,PLANTAGINACEAE,Linaria vulgaris
1287,Linum,LINACEAE,Linum alpinum
1288,Linum,LINACEAE,Linum angustifolium
1289,Linum,LINACEAE,Linum austriacum
1290,Linum,LINACEAE,Linum bienne
1291,Linum,LINACEAE,Linum catharticum
1292,Linum,LINACEAE,Linum maritimum
1293,Linum,LINACEAE,Linum narbonense
1294,Linum,LINACEAE,Linum perenne
1295,Linum,LINACEAE,Linum strictum
1296,Linum,LINACEAE,Linum suffruticosum
1297,Linum,LINACEAE,Linum tenuifolium
1298,Linum,LINACEAE,Linum viscosum
1299,Listera,ORCHIDACEAE,Listera cordata
1300,Listera,ORCHIDACEAE,Listera ovata
1301,Lithospermum,BORAGINACEAE,Lithospermum arvense
1302,Lithospermum,BORAGINACEAE,Lithospermum officinale
1303,Lithospermum,BORAGINACEAE,Lithospermum purpurocaeruleum
1304,Lolium,POACEAE,Lolium multiflorum
1305,Lolium,POACEAE,Lolium perenne
1306,Lolium,POACEAE,Lolium rigidum
1307,Lolium,POACEAE,Lolium temulentum
1308,Lonicera,CAPRIFOLIACEAE,Lonicera etrusca
1309,Lonicera,CAPRIFOLIACEAE,Lonicera implexa
1310,Lonicera,CAPRIFOLIACEAE,Lonicera nigra
1311,Lonicera,CAPRIFOLIACEAE,Lonicera periclymenum
1312,Lonicera,CAPRIFOLIACEAE,Lonicera pyrenaica
1313,Lonicera,CAPRIFOLIACEAE,Lonicera xylosteum
1314,Lotus,FABACEAE,Lotus angustissimus
1315,Lotus,FABACEAE,Lotus corniculatus
1316,Lotus,FABACEAE,Lotus corniculatus subsp. delortii
1317,Lotus,FABACEAE,Lotus corniculatus subsp. tenuis
1318,Lotus,FABACEAE,Lotus edulis
1319,Lotus,FABACEAE,Lotus glaber
1320,Lotus,FABACEAE,Lotus hispidus
1321,Lotus,FABACEAE,Lotus maritimus
1322,Lotus,FABACEAE,Lotus ornithopodioides
1323,Lotus,FABACEAE,Lotus parviflorus
1324,Lotus,FABACEAE,Lotus pedunculatus
1325,Lunaria,BRASSICACEAE,Lunaria annua
1326,Lunaria,BRASSICACEAE,Lunaria rediviva
1327,Lupinus,FABACEAE,Lupinus angustifolius
1328,Lupinus,FABACEAE,Lupinus luteus
1329,Lupinus,FABACEAE,Lupinus micranthus
1330,Luzula,JUNCACEAE,Luzula alpinopilosa
1331,Luzula,JUNCACEAE,Luzula campestris
1332,Luzula,JUNCACEAE,Luzula congesta
1333,Luzula,JUNCACEAE,Luzula forsteri
1334,Luzula,JUNCACEAE,Luzula lactea
1335,Luzula,JUNCACEAE,Luzula multiflora
1336,Luzula,JUNCACEAE,Luzula nivea
1337,Luzula,JUNCACEAE,Luzula pilosa
1338,Luzula,JUNCACEAE,Luzula spicata
1339,Luzula,JUNCACEAE,Luzula sylvatica
1340,Lychnis,CARYOPHYLLACEAE,Lychnis alpina
1341,Lychnis,CARYOPHYLLACEAE,Lychnis coronaria
1342,Lychnis,CARYOPHYLLACEAE,Lychnis flos-cuculi
1343,Lychnis,CARYOPHYLLACEAE,Lychnis viscaria
1344,Lycopus,LAMIACEAE,Lycopus europaeus
1345,Lysimachia,PRIMULACEAE,Lysimachia nemorum
1346,Lysimachia,PRIMULACEAE,Lysimachia nummularia
1347,Lysimachia,PRIMULACEAE,Lysimachia vulgaris
1348,Lythrum,LYTHRACEAE,Lythrum hyssopifolia
1349,Lythrum,LYTHRACEAE,Lythrum portula
1350,Lythrum,LYTHRACEAE,Lythrum salicaria
1351,Lythrum,LYTHRACEAE,Lythrum tribracteatum
1352,Malva,MALVACEAE,Malva alcea
1353,Malva,MALVACEAE,Malva hispanica
1354,Malva,MALVACEAE,Malva moschata
1355,Malva,MALVACEAE,Malva neglecta
1356,Malva,MALVACEAE,Malva nicaeensis
1357,Malva,MALVACEAE,Malva parviflora
1358,Malva,MALVACEAE,Malva sylvestris
1359,Matricaria,ASTERACEAE,Matricaria chamomilla
1360,Matricaria,ASTERACEAE,Matricaria discoidea
1361,Medicago,FABACEAE,Medicago arabica
1362,Medicago,FABACEAE,Medicago falcata
1363,Medicago,FABACEAE,Medicago lupulina
1364,Medicago,FABACEAE,Medicago minima
1365,Medicago,FABACEAE,Medicago orbicularis
1366,Medicago,FABACEAE,Medicago polymorpha
1367,Medicago,FABACEAE,Medicago rigidula
1368,Medicago,FABACEAE,Medicago sativa
1369,Medicago,FABACEAE,Medicago suffruticosa
1370,Medicago,FABACEAE,Medicago truncatula
1371,Melampyrum,OROBANCHACEAE,Melampyrum cristatum
1372,Melampyrum,OROBANCHACEAE,Melampyrum pratense
1373,Melica,POACEAE,Melica ciliata
1374,Melica,POACEAE,Melica minuta
1375,Melica,POACEAE,Melica nutans
1376,Melica,POACEAE,Melica uniflora
1377,Melilotus,FABACEAE,Melilotus albus
1378,Melilotus,FABACEAE,Melilotus indicus
1379,Melilotus,FABACEAE,Melilotus neapolitanus
1380,Melilotus,FABACEAE,Melilotus officinalis
1381,Melilotus,FABACEAE,Melilotus sulcatus
1382,Melissa,LAMIACEAE,Melissa officinalis
1383,Mentha,LAMIACEAE,Mentha aquatica
1384,Mentha,LAMIACEAE,Mentha arvensis
1385,Mentha,LAMIACEAE,Mentha longifolia
1386,Mentha,LAMIACEAE,Mentha pulegium
1387,Mentha,LAMIACEAE,Mentha spicata
1388,Mentha,LAMIACEAE,Mentha suaveolens
1389,Mercurialis,EUPHORBIACEAE,Mercurialis annua
1390,Mercurialis,EUPHORBIACEAE,Mercurialis perennis
1391,Mibora,POACEAE,Mibora minima
1392,Minuartia,CARYOPHYLLACEAE,Minuartia capillacea
1393,Minuartia,CARYOPHYLLACEAE,Minuartia hamata
1394,Minuartia,CARYOPHYLLACEAE,Minuartia hybrida
1395,Minuartia,CARYOPHYLLACEAE,Minuartia laricifolia
1396,Minuartia,CARYOPHYLLACEAE,Minuartia mediterranea
1397,Minuartia,CARYOPHYLLACEAE,Minuartia recurva
1398,Minuartia,CARYOPHYLLACEAE,Minuartia rostrata
1399,Moehringia,CARYOPHYLLACEAE,Moehringia ciliata
1400,Moehringia,CARYOPHYLLACEAE,Moehringia muscosa
1401,Moehringia,CARYOPHYLLACEAE,Moehringia pentandra
1402,Moehringia,CARYOPHYLLACEAE,Moehringia trinervia
1403,Moenchia,CARYOPHYLLACEAE,Moenchia erecta
1404,Monotropa,ERICACEAE,Monotropa hypopitys
1405,Montia,MONTIACEAE,Montia fontana
1406,Muscari,ASPARAGACEAE,Muscari atlanticum
1407,Muscari,ASPARAGACEAE,Muscari comosum
1408,Muscari,ASPARAGACEAE,Muscari neglectum
1409,Myagrum,BRASSICACEAE,Myagrum perfoliatum
1410,Myosotis,BORAGINACEAE,Myosotis alpestris
1411,Myosotis,BORAGINACEAE,Myosotis arvensis
1412,Myosotis,BORAGINACEAE,Myosotis decumbens
1413,Myosotis,BORAGINACEAE,Myosotis discolor
1414,Myosotis,BORAGINACEAE,Myosotis laxa
1415,Myosotis,BORAGINACEAE,Myosotis minutiflora
1416,Myosotis,BORAGINACEAE,Myosotis nemorosa
1417,Myosotis,BORAGINACEAE,Myosotis ramosissima
1418,Myosotis,BORAGINACEAE,Myosotis scorpioides
1419,Myosotis,BORAGINACEAE,Myosotis secunda
1420,Myosotis,BORAGINACEAE,Myosotis sicula
1421,Myosotis,BORAGINACEAE,Myosotis stricta
1422,Myosotis,BORAGINACEAE,Myosotis sylvatica
1423,Myosoton,CARYOPHYLLACEAE,Myosoton aquaticum
1424,Myriophyllum,HALORAGACEAE,Myriophyllum alterniflorum
1425,Myriophyllum,HALORAGACEAE,Myriophyllum spicatum
1426,Myriophyllum,HALORAGACEAE,Myriophyllum verticillatum
1427,Narcissus,AMARYLLIDACEAE,Narcissus asturiensis
1428,Narcissus,AMARYLLIDACEAE,Narcissus bulbocodium
1429,Narcissus,AMARYLLIDACEAE,Narcissus cantabricus
1430,Narcissus,AMARYLLIDACEAE,Narcissus cuneiflorus
1431,Narcissus,AMARYLLIDACEAE,Narcissus dubius
1432,Narcissus,AMARYLLIDACEAE,Narcissus jonquilla
1433,Narcissus,AMARYLLIDACEAE,Narcissus minor
1434,Narcissus,AMARYLLIDACEAE,Narcissus moschatus
1435,Narcissus,AMARYLLIDACEAE,Narcissus nevadensis
1436,Narcissus,AMARYLLIDACEAE,Narcissus poeticus
1437,Narcissus,AMARYLLIDACEAE,Narcissus pseudonarcissus
1438,Narcissus,AMARYLLIDACEAE,Narcissus rupicola
1439,Narcissus,AMARYLLIDACEAE,Narcissus triandrus
1440,Narcissus,AMARYLLIDACEAE,Narcissus tubaeformis
1441,Narcissus,AMARYLLIDACEAE,Narcissus viridiflorus
1442,Nardus,POACEAE,Nardus stricta
1443,Narthecium,NARTHECIACEAE,Narthecium ossifragum
1444,Nasturtium,BRASSICACEAE,Nasturtium officinale
1445,Neotinea,ORCHIDACEAE,Neotinea maculata
1446,Neotinea,ORCHIDACEAE,Neotinea ustulata
1447,Neottia,ORCHIDACEAE,Neottia nidus-avis
1448,Nigella,RANUNCULACEAE,Nigella damascena
1449,Nigella,RANUNCULACEAE,Nigella gallica
1450,Nigella,RANUNCULACEAE,Nigella sativa
1451,Noccaea,BRASSICACEAE,Noccaea caerulescens
1452,Noccaea,BRASSICACEAE,Noccaea perfoliata
1453,Nuphar,NYMPHAEACEAE,Nuphar lutea
1454,Nymphaea,NYMPHAEACEAE,Nymphaea alba
1455,Odontites,OROBANCHACEAE,Odontites luteus
1456,Odontites,OROBANCHACEAE,Odontites viscosus
1457,Oenanthe,APIACEAE,Oenanthe crocata
1458,Oenanthe,APIACEAE,Oenanthe fistulosa
1459,Oenanthe,APIACEAE,Oenanthe lachenalii
1460,Oenanthe,APIACEAE,Oenanthe peucedanifolia
1461,Oenanthe,APIACEAE,Oenanthe pimpinelloides
1462,Onobrychis,FABACEAE,Onobrychis argentea
1463,Onobrychis,FABACEAE,Onobrychis saxatilis
1464,Onobrychis,FABACEAE,Onobrychis supina
1465,Onobrychis,FABACEAE,Onobrychis viciifolia
1466,Ononis,FABACEAE,Ononis alopecuroides
1467,Ononis,FABACEAE,Ononis aragonensis
1468,Ononis,FABACEAE,Ononis arvensis
1469,Ononis,FABACEAE,Ononis fruticosa
1470,Ononis,FABACEAE,Ononis minutissima
1471,Ononis,FABACEAE,Ononis natrix
1472,Ononis,FABACEAE,Ononis pusilla
1473,Ononis,FABACEAE,Ononis reclinata
1474,Ononis,FABACEAE,Ononis rotundifolia
1475,Ononis,FABACEAE,Ononis spinosa
1476,Ononis,FABACEAE,Ononis spinosa subsp. antiquorum
1477,Ononis,FABACEAE,Ononis spinosa subsp. procurrens
1478,Ononis,FABACEAE,Ononis striata
1479,Onopordum,ASTERACEAE,Onopordum acanthium
1480,Onopordum,ASTERACEAE,Onopordum corymbosum
1481,Onopordum,ASTERACEAE,Onopordum illyricum
1482,Onopordum,ASTERACEAE,Onopordum nervosum
1483,Onopordum,ASTERACEAE,Onopordum tauricum
1484,Ophrys,ORCHIDACEAE,Ophrys apifera
1485,Ophrys,ORCHIDACEAE,Ophrys arachnitiformis
1486,Ophrys,ORCHIDACEAE,Ophrys arnoldii
1487,Ophrys,ORCHIDACEAE,Ophrys aveyronensis
1488,Ophrys,ORCHIDACEAE,Ophrys bilunulata
1489,Ophrys,ORCHIDACEAE,Ophrys bombyliflora
1490,Ophrys,ORCHIDACEAE,Ophrys dyris
1491,Ophrys,ORCHIDACEAE,Ophrys fusca
1492,Ophrys,ORCHIDACEAE,Ophrys incubacea
1493,Ophrys,ORCHIDACEAE,Ophrys insectifera
1494,Ophrys,ORCHIDACEAE,Ophrys lupercalis
1495,Ophrys,ORCHIDACEAE,Ophrys lutea
1496,Ophrys,ORCHIDACEAE,Ophrys passionis
1497,Ophrys,ORCHIDACEAE,Ophrys scolopax
1498,Ophrys,ORCHIDACEAE,Ophrys speculum
1499,Ophrys,ORCHIDACEAE,Ophrys sphegodes
1500,Ophrys,ORCHIDACEAE,Ophrys tenthredinifera
1501,Orchis,ORCHIDACEAE,Orchis anthropophora
1502,Orchis,ORCHIDACEAE,Orchis italica
1503,Orchis,ORCHIDACEAE,Orchis langei
1504,Orchis,ORCHIDACEAE,Orchis mascula
1505,Orchis,ORCHIDACEAE,Orchis militaris
1506,Orchis,ORCHIDACEAE,Orchis olbiensis
1507,Orchis,ORCHIDACEAE,Orchis pallens
1508,Orchis,ORCHIDACEAE,Orchis provincialis
1509,Orchis,ORCHIDACEAE,Orchis purpurea
1510,Orchis,ORCHIDACEAE,Orchis simia
1511,Orchis,ORCHIDACEAE,Orchis spitzelii
1512,Orchis,ORCHIDACEAE,Orchis ustulata
1513,Origanum,LAMIACEAE,Origanum vulgare
1514,Ornithogalum,ASPARAGACEAE,Ornithogalum bourgaeanum
1515,Ornithogalum,ASPARAGACEAE,Ornithogalum divergens
1516,Ornithogalum,ASPARAGACEAE,Ornithogalum narbonense
1517,Ornithogalum,ASPARAGACEAE,Ornithogalum orthophyllum
1518,Ornithogalum,ASPARAGACEAE,Ornithogalum pyrenaicum
1519,Ornithogalum,ASPARAGACEAE,Ornithogalum umbellatum
1520,Ornithopus,FABACEAE,Ornithopus compressus
1521,Ornithopus,FABACEAE,Ornithopus perpusillus
1522,Ornithopus,FABACEAE,Ornithopus pinnatus
1523,Ornithopus,FABACEAE,Ornithopus sativus
